Region,Country,Year,Age,Gender,Literacy rate
Northern Africa and Western Asia,Azerbaijan,2017,25-64,female,0.9985647
Northern Africa and Western Asia,Azerbaijan,2017,25-64,male,0.9995566
Northern Africa and Western Asia,Azerbaijan,2017,65+,female,0.9834047
Northern Africa and Western Asia,Azerbaijan,2017,65+,male,0.98689
Northern Africa and Western Asia,Bahrain,2010,<15,female,0.8901044
Northern Africa and Western Asia,Bahrain,2010,<15,male,0.9214544
Northern Africa and Western Asia,Bahrain,2010,15-24,female,0.9512418
Northern Africa and Western Asia,Bahrain,2010,15-24,male,0.9568429
Northern Africa and Western Asia,Bahrain,2010,25-64,female,0.9004069
Northern Africa and Western Asia,Bahrain,2010,25-64,male,0.9217684
Northern Africa and Western Asia,Bahrain,2010,65+,female,0.5050757
Northern Africa and Western Asia,Bahrain,2010,65+,male,0.6243317
Northern Africa and Western Asia,Bahrain,2016,<15,female,0.9428152
Northern Africa and Western Asia,Bahrain,2016,<15,male,0.9855192
Northern Africa and Western Asia,Bahrain,2016,15-24,female,0.9885029
Northern Africa and Western Asia,Bahrain,2016,15-24,male,0.9995573
Northern Africa and Western Asia,Bahrain,2016,25-64,female,0.9567428
Northern Africa and Western Asia,Bahrain,2016,25-64,male,0.9884875
Northern Africa and Western Asia,Bahrain,2016,65+,female,0.4942377
Northern Africa and Western Asia,Bahrain,2016,65+,male,0.8121187
Northern Africa and Western Asia,Bahrain,2017,<15,female,0.9470737
Northern Africa and Western Asia,Bahrain,2017,<15,male,0.9876733
Northern Africa and Western Asia,Bahrain,2017,15-24,female,0.9908393
Northern Africa and Western Asia,Bahrain,2017,15-24,male,0.999896
Northern Africa and Western Asia,Bahrain,2017,25-64,female,0.9596156
Northern Africa and Western Asia,Bahrain,2017,25-64,male,0.9900133
Northern Africa and Western Asia,Bahrain,2017,65+,female,0.5359178
Northern Africa and Western Asia,Bahrain,2017,65+,male,0.8459981
Northern Africa and Western Asia,Bahrain,2018,<15,female,0.9494888
Northern Africa and Western Asia,Bahrain,2018,<15,male,0.9876317
Northern Africa and Western Asia,Bahrain,2018,15-24,female,0.9930134
Northern Africa and Western Asia,Bahrain,2018,15-24,male,0.9997614
Northern Africa and Western Asia,Bahrain,2018,25-64,female,0.9624749
Northern Africa and Western Asia,Bahrain,2018,25-64,male,0.9902601
Northern Africa and Western Asia,Bahrain,2018,65+,female,0.556903
Northern Africa and Western Asia,Bahrain,2018,65+,male,0.8513465
Northern Africa and Western Asia,Cyprus,2011,<15,female,0.9811623
Northern Africa and Western Asia,Cyprus,2011,<15,male,0.9928615
Northern Africa and Western Asia,Cyprus,2011,15-24,female,0.9983831
Northern Africa and Western Asia,Cyprus,2011,15-24,male,0.9980454
Northern Africa and Western Asia,Cyprus,2011,25-64,female,0.9956177
Northern Africa and Western Asia,Cyprus,2011,25-64,male,0.9954107
Northern Africa and Western Asia,Cyprus,2011,65+,female,0.9054665
Northern Africa and Western Asia,Cyprus,2011,65+,male,0.9756441
Northern Africa and Western Asia,Egypt,2010,<15,female,0.6351581
Northern Africa and Western Asia,Egypt,2010,<15,male,0.8026865
Northern Africa and Western Asia,Egypt,2010,15-24,female,0.8430693
Northern Africa and Western Asia,Egypt,2010,15-24,male,0.9055763
Northern Africa and Western Asia,Egypt,2010,25-64,female,0.5577174
Northern Africa and Western Asia,Egypt,2010,25-64,male,0.7724246
Northern Africa and Western Asia,Egypt,2010,65+,female,0.254037
Northern Africa and Western Asia,Egypt,2010,65+,male,0.5231374
Northern Africa and Western Asia,Egypt,2012,<15,female,0.6575666
Northern Africa and Western Asia,Egypt,2012,<15,male,0.8167922
Northern Africa and Western Asia,Egypt,2012,15-24,female,0.8605159
Northern Africa and Western Asia,Egypt,2012,15-24,male,0.9235576
Northern Africa and Western Asia,Egypt,2012,25-64,female,0.582031
Northern Africa and Western Asia,Egypt,2012,25-64,male,0.7959619
Northern Africa and Western Asia,Egypt,2012,65+,female,0.2849568
Northern Africa and Western Asia,Egypt,2012,65+,male,0.4112915
Northern Africa and Western Asia,Egypt,2013,<15,female,0.6717986
Northern Africa and Western Asia,Egypt,2013,<15,male,0.8263334
Northern Africa and Western Asia,Egypt,2013,15-24,female,0.903254
Northern Africa and Western Asia,Egypt,2013,15-24,male,0.9364928
Northern Africa and Western Asia,Egypt,2013,25-64,female,0.6109157
Northern Africa and Western Asia,Egypt,2013,25-64,male,0.8040793
Northern Africa and Western Asia,Egypt,2013,65+,female,0.2880172
Northern Africa and Western Asia,Egypt,2013,65+,male,0.571875
Northern Africa and Western Asia,Egypt,2013,65+,male,0.571875
Northern Africa and Western Asia,Egypt,2017,<15,female,0.6550569
Northern Africa and Western Asia,Egypt,2017,<15,male,0.7649522
Northern Africa and Western Asia,Egypt,2017,15-24,female,0.8681055
Northern Africa and Western Asia,Egypt,2017,15-24,male,0.8948338
Northern Africa and Western Asia,Egypt,2017,25-64,female,0.6047947
Northern Africa and Western Asia,Egypt,2017,25-64,male,0.741049
Northern Africa and Western Asia,Egypt,2017,65+,female,0.2117772
Northern Africa and Western Asia,Egypt,2017,65+,male,0.4320549
Northern Africa and Western Asia,Georgia,2014,<15,female,0.9951458
Northern Africa and Western Asia,Georgia,2014,<15,male,0.9966821
Northern Africa and Western Asia,Georgia,2014,15-24,female,0.9972914
Northern Africa and Western Asia,Georgia,2014,15-24,male,0.9967772
Northern Africa and Western Asia,Georgia,2014,25-64,female,0.9968413
Northern Africa and Western Asia,Georgia,2014,25-64,male,0.9970337
Northern Africa and Western Asia,Georgia,2014,65+,female,0.988211
Northern Africa and Western Asia,Georgia,2014,65+,male,0.9948872
Northern Africa and Western Asia,Georgia,2017,<15,female,0.9929475
Northern Africa and Western Asia,Georgia,2017,<15,male,0.9943752
Northern Africa and Western Asia,Georgia,2017,15-24,female,0.9949365
Northern Africa and Western Asia,Georgia,2017,15-24,male,0.9976825
Northern Africa and Western Asia,Georgia,2017,25-64,female,0.9956822
Northern Africa and Western Asia,Georgia,2017,25-64,male,0.9941814
Northern Africa and Western Asia,Georgia,2017,65+,female,0.9852359
Northern Africa and Western Asia,Georgia,2017,65+,male,0.9924752
Northern Africa and Western Asia,Iraq,2013,<15,female,0.3795525
Northern Africa and Western Asia,Iraq,2013,<15,male,0.5300728
Northern Africa and Western Asia,Iraq,2013,15-24,female,0.4863865
Northern Africa and Western Asia,Iraq,2013,15-24,male,0.5700647
Northern Africa and Western Asia,Iraq,2013,25-64,female,0.382295
Northern Africa and Western Asia,Iraq,2013,25-64,male,0.5502389
Northern Africa and Western Asia,Iraq,2013,65+,female,0.142468
Northern Africa and Western Asia,Iraq,2013,65+,male,0.310472
Northern Africa and Western Asia,Iraq,2018,<15,female,0.44014
Northern Africa and Western Asia,Iraq,2018,<15,male,0.5624399
Northern Africa and Western Asia,Iraq,2018,15-24,female,0.5270813
Northern Africa and Western Asia,Iraq,2018,15-24,male,0.5980415
Northern Africa and Western Asia,Iraq,2018,25-64,female,0.4223106
Northern Africa and Western Asia,Iraq,2018,25-64,male,0.5594394
Northern Africa and Western Asia,Iraq,2018,65+,female,0.1631894
Northern Africa and Western Asia,Iraq,2018,65+,male,0.3573326
Northern Africa and Western Asia,Jordan,2010,<15,female,0.8920774
Northern Africa and Western Asia,Jordan,2010,<15,male,0.9576724
Northern Africa and Western Asia,Jordan,2010,15-24,female,0.9876635
Northern Africa and Western Asia,Jordan,2010,15-24,male,0.9875873
Northern Africa and Western Asia,Jordan,2010,25-64,female,0.9007696
Northern Africa and Western Asia,Jordan,2010,25-64,male,0.9626831
Northern Africa and Western Asia,Jordan,2010,65+,female,0.2954734
Northern Africa and Western Asia,Jordan,2010,65+,male,0.7522091
Northern Africa and Western Asia,Jordan,2011,<15,female,0.9393346
Northern Africa and Western Asia,Jordan,2011,<15,male,0.9774836
Northern Africa and Western Asia,Jordan,2011,15-24,female,0.9925322
Northern Africa and Western Asia,Jordan,2011,15-24,male,0.9905083
Northern Africa and Western Asia,Jordan,2011,25-64,female,0.9780879
Northern Africa and Western Asia,Jordan,2011,25-64,male,0.983896
Northern Africa and Western Asia,Jordan,2011,65+,female,0.3349996
Northern Africa and Western Asia,Jordan,2011,65+,male,0.7600039
Northern Africa and Western Asia,Jordan,2012,<15,female,0.9737201
Northern Africa and Western Asia,Jordan,2012,<15,male,0.9844456
Northern Africa and Western Asia,Jordan,2012,15-24,female,0.9920273
Northern Africa and Western Asia,Jordan,2012,15-24,male,0.9900204
Northern Africa and Western Asia,Jordan,2012,25-64,female,0.9780879
Northern Africa and Western Asia,Jordan,2012,25-64,male,0.983896
Northern Africa and Western Asia,Jordan,2012,65+,female,0.8009996
Northern Africa and Western Asia,Jordan,2012,65+,male,0.9550041
Northern Africa and Western Asia,Jordan,2018,<15,female,0.9783208
Northern Africa and Western Asia,Jordan,2018,<15,male,0.9861421
Northern Africa and Western Asia,Jordan,2018,15-24,female,0.9949391
Northern Africa and Western Asia,Jordan,2018,15-24,male,0.9919612
Northern Africa and Western Asia,Jordan,2018,25-64,female,0.9826275
Northern Africa and Western Asia,Jordan,2018,25-64,male,0.9853196
Northern Africa and Western Asia,Jordan,2018,65+,female,0.8560987
Northern Africa and Western Asia,Jordan,2018,65+,male,0.9646013
Northern Africa and Western Asia,Kuwait,2010,<15,female,0.9268094
Northern Africa and Western Asia,Kuwait,2010,<15,male,0.9554531
Northern Africa and Western Asia,Kuwait,2010,15-24,female,0.9871821
Northern Africa and Western Asia,Kuwait,2010,15-24,male,0.9906282
Northern Africa and Western Asia,Kuwait,2010,25-64,female,0.9292838
Northern Africa and Western Asia,Kuwait,2010,25-64,male,0.9531775
Northern Africa and Western Asia,Kuwait,2010,65+,female,0.4029183
Northern Africa and Western Asia,Kuwait,2010,65+,male,0.7888329
Northern Africa and Western Asia,Kuwait,2012,<15,female,0.9496525
Northern Africa and Western Asia,Kuwait,2012,<15,male,0.9583972
Northern Africa and Western Asia,Kuwait,2012,15-24,female,0.9883531
Northern Africa and Western Asia,Kuwait,2012,15-24,male,0.9873638
Northern Africa and Western Asia,Kuwait,2012,25-64,female,0.9581818
Northern Africa and Western Asia,Kuwait,2012,25-64,male,0.9575207
Northern Africa and Western Asia,Kuwait,2012,65+,female,0.4856638
Northern Africa and Western Asia,Kuwait,2012,65+,male,0.7922355
Northern Africa and Western Asia,Kuwait,2013,<15,female,0.9430116
Northern Africa and Western Asia,Kuwait,2013,<15,male,0.9635419
Northern Africa and Western Asia,Kuwait,2013,15-24,female,0.9904067
Northern Africa and Western Asia,Kuwait,2013,15-24,male,0.9925229
Northern Africa and Western Asia,Kuwait,2013,25-64,female,0.9492387
Northern Africa and Western Asia,Kuwait,2013,25-64,male,0.9614234
Northern Africa and Western Asia,Kuwait,2013,65+,female,0.491525
Northern Africa and Western Asia,Kuwait,2013,65+,male,0.8571967
Northern Africa and Western Asia,Kuwait,2015,<15,female,0.9447005
Northern Africa and Western Asia,Kuwait,2015,<15,male,0.9639225
Northern Africa and Western Asia,Kuwait,2015,15-24,female,0.9940085
Northern Africa and Western Asia,Kuwait,2015,15-24,male,0.9915068
Northern Africa and Western Asia,Kuwait,2015,25-64,female,0.9529605
Northern Africa and Western Asia,Kuwait,2015,25-64,male,0.9619041
Northern Africa and Western Asia,Kuwait,2015,65+,female,0.5064266
Northern Africa and Western Asia,Kuwait,2015,65+,male,0.8693925
Northern Africa and Western Asia,Kuwait,2017,<15,female,0.9482577
Northern Africa and Western Asia,Kuwait,2017,<15,male,0.9669714
Northern Africa and Western Asia,Kuwait,2017,15-24,female,0.9949922
Northern Africa and Western Asia,Kuwait,2017,15-24,male,0.9905684
Northern Africa and Western Asia,Kuwait,2017,25-64,female,0.9572142
Northern Africa and Western Asia,Kuwait,2017,25-64,male,0.9654702
Northern Africa and Western Asia,Kuwait,2017,65+,female,0.5420914
Northern Africa and Western Asia,Kuwait,2017,65+,male,0.8844157
Northern Africa and Western Asia,Kuwait,2018,<15,female,0.9490516
Northern Africa and Western Asia,Kuwait,2018,<15,male,0.9666646
Northern Africa and Western Asia,Kuwait,2018,15-24,female,0.9950355
Northern Africa and Western Asia,Kuwait,2018,15-24,male,0.9877679
Northern Africa and Western Asia,Kuwait,2018,25-64,female,0.958265
Northern Africa and Western Asia,Kuwait,2018,25-64,male,0.9654499
Northern Africa and Western Asia,Kuwait,2018,65+,female,0.5505084
Northern Africa and Western Asia,Kuwait,2018,65+,male,0.8880418
Northern Africa and Western Asia,Lebanon,2018,<15,female,0.9330501
Northern Africa and Western Asia,Lebanon,2018,<15,male,0.9685466
Northern Africa and Western Asia,Lebanon,2018,15-24,female,0.9983898
Northern Africa and Western Asia,Lebanon,2018,15-24,male,0.9966274
Northern Africa and Western Asia,Lebanon,2018,25-64,female,0.9600629
Northern Africa and Western Asia,Lebanon,2018,25-64,male,0.9741971
Northern Africa and Western Asia,Lebanon,2018,65+,female,0.6043398
Northern Africa and Western Asia,Lebanon,2018,65+,male,0.8487649
Northern Africa and Western Asia,Morocco,2011,<15,female,0.5763999
Northern Africa and Western Asia,Morocco,2011,<15,male,0.7607358
Northern Africa and Western Asia,Morocco,2011,15-24,female,0.7403429
Northern Africa and Western Asia,Morocco,2011,15-24,male,0.8882942
Northern Africa and Western Asia,Morocco,2011,25-64,female,0.4929395
Northern Africa and Western Asia,Morocco,2011,25-64,male,0.7062831
Northern Africa and Western Asia,Morocco,2011,65+,female,0.1686165
Northern Africa and Western Asia,Morocco,2011,65+,male,0.3890033
Northern Africa and Western Asia,Morocco,2012,<15,female,0.5913064
Northern Africa and Western Asia,Morocco,2012,<15,male,0.8038336
Northern Africa and Western Asia,Morocco,2012,15-24,female,0.877834
Northern Africa and Western Asia,Morocco,2012,15-24,male,0.9462719
Northern Africa and Western Asia,Morocco,2012,25-64,female,0.5474487
Northern Africa and Western Asia,Morocco,2012,25-64,male,0.7910524
Northern Africa and Western Asia,Morocco,2012,65+,female,0.17661
Northern Africa and Western Asia,Morocco,2012,65+,male,0.4973027
Northern Africa and Western Asia,Morocco,2018,<15,female,0.6459138
Northern Africa and Western Asia,Morocco,2018,<15,male,0.8330135
Northern Africa and Western Asia,Morocco,2018,15-24,female,0.974
Northern Africa and Western Asia,Morocco,2018,15-24,male,0.9804
Northern Africa and Western Asia,Morocco,2018,25-64,female,0.609694
Northern Africa and Western Asia,Morocco,2018,25-64,male,0.8250866
Northern Africa and Western Asia,Morocco,2018,65+,female,0.1902467
Northern Africa and Western Asia,Morocco,2018,65+,male,0.514165
Northern Africa and Western Asia,Oman,2010,<15,female,0.8180323
Northern Africa and Western Asia,Oman,2010,<15,male,0.9024303
Northern Africa and Western Asia,Oman,2010,15-24,female,0.9816507
Northern Africa and Western Asia,Oman,2010,15-24,male,0.9740565
Northern Africa and Western Asia,Oman,2010,25-64,female,0.7834718
Northern Africa and Western Asia,Oman,2010,25-64,male,0.8999964
Northern Africa and Western Asia,Oman,2010,65+,female,0.1043732
Northern Africa and Western Asia,Oman,2010,65+,male,0.3527534
Northern Africa and Western Asia,Oman,2014,<15,female,0.889267
Northern Africa and Western Asia,Oman,2014,<15,male,0.9499074
Northern Africa and Western Asia,Oman,2014,15-24,female,0.9905662
Northern Africa and Western Asia,Oman,2014,15-24,male,0.991306
Northern Africa and Western Asia,Oman,2014,25-64,female,0.8517105
Northern Africa and Western Asia,Oman,2014,25-64,male,0.9437669
Northern Africa and Western Asia,Oman,2014,65+,female,0.1703347
Northern Africa and Western Asia,Oman,2014,65+,male,0.4571811
Northern Africa and Western Asia,Oman,2015,<15,female,0.8603721
Northern Africa and Western Asia,Oman,2015,<15,male,0.9663287
Northern Africa and Western Asia,Oman,2015,15-24,female,0.9875332
Northern Africa and Western Asia,Oman,2015,15-24,male,0.9943405
Northern Africa and Western Asia,Oman,2015,25-64,female,0.8511428
Northern Africa and Western Asia,Oman,2015,25-64,male,0.9731748
Northern Africa and Western Asia,Oman,2015,65+,female,0.1751703
Northern Africa and Western Asia,Oman,2015,65+,male,0.5079669
Northern Africa and Western Asia,Oman,2016,<15,female,0.9094416
Northern Africa and Western Asia,Oman,2016,<15,male,0.9663083
Northern Africa and Western Asia,Oman,2016,15-24,female,0.989804
